folder_a,folder_b,unique_a,unique_b,common,ratio_min,jaccard,files_a,files_b
I semestr 2024_2025/Obowiązkowe kursy,Paczka I sem. 22_23/Szkolenia,134,109,70,0.6422,0.4046,135,109
I semestr 2024_2025/Obowiązkowe kursy/Kurs biblioteczny,Paczka I sem. 22_23/Szkolenia/Biblioteczny,55,47,30,0.6383,0.4167,55,47
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/OPAMP_5T,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/OPAMP_5T,27,22,14,0.6364,0.4000,29,24
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/OPAMP_5T,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/OPAMP_5T,22,26,14,0.6364,0.4118,24,28
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Projekt,Paczka II sem. 21_22/Algorytmy i Struktury Danych/przykladowy projekt,12,11,7,0.6364,0.4375,12,15
Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Podstawy Analizy Algorytmów,151,212,95,0.6291,0.3545,159,231
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 3,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare),99,204,62,0.6263,0.2573,111,211
Paczka II sem. 21_22/Algorytmy i Struktury Danych/egzaminy,SEM2/AiSD_Algorytmy_i_Struktury_Danych/egzamin,16,24,10,0.6250,0.3333,16,25
INF SEM 2/PEiM/Laby,Paczki Infa/2 SEM/StarePaczki/INF SEM 2/PEiM/Laby,13,13,8,0.6154,0.4444,13,13
Paczki Infa/3 SEM/(BD) Bazy Danych/Wykłady/Opracowania,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Wykład,13,25,8,0.6154,0.2667,13,26
Paczki Infa/3 SEM/(BD) Bazy Danych/Wykłady/Opracowania,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych/Wykład,13,24,8,0.6154,0.2759,13,25
Paczka I sem.,Paczki INFA/Paczka 1 sem. 23_24,303,841,186,0.6139,0.1942,328,890
Paczka I sem.,Paczki Infa/1 SEM,303,843,186,0.6139,0.1938,328,892
Paczki INFA/Paczka 3 sem. 23_24,Paczki Infa/3 SEM/Stare Paczki,3478,3712,2121,0.6098,0.4184,3816,7816
Paczki INFA/Paczka 3 sem. 23_24,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22,3478,3671,2120,0.6095,0.4216,3816,4015
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii,104,202,63,0.6058,0.2593,104,207
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1,10,10,6,0.6000,0.4286,10,10
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1,10,10,6,0.6000,0.4286,10,10
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1,10,12,6,0.6000,0.3750,10,12
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1,10,10,6,0.6000,0.4286,10,10
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1,10,10,6,0.6000,0.4286,10,10
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1,10,12,6,0.6000,0.3750,10,12
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1,10,10,6,0.6000,0.4286,10,10
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1,10,12,6,0.6000,0.3750,10,12
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1,10,10,6,0.6000,0.4286,10,10
II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1,12,10,6,0.6000,0.3750,12,10
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Wyklad/rzeczy,Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Materiały PEiM,10,27,6,0.6000,0.1935,10,27
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/EXT,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,10,17,6,0.6000,0.2857,10,17
Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Wykłady/Egzamin,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sieci Komputerowe/Pytania,15,10,6,0.6000,0.3158,15,10
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Projekt/2k18,SEM2/AiSD_Algorytmy_i_Struktury_Danych/projekt,5,84,3,0.6000,0.0349,5,85
Paczki Infa/4 SEM/(MacOS) System operacyjny MAC OS X i iOS/Wykłady/Slajdy 2024,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy macOS i iOS/Slajdy (2018),5,6,3,0.6000,0.3750,5,6
Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab07/Przykładowe rozwiązania/przykład 1/lab07/bin/Debug/net7.0,Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab07/Przykładowe rozwiązania/przykład 1/lab07/obj/Debug/net7.0,5,13,3,0.6000,0.2000,5,14
Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab08/Przykładowe rozwiązania/przykład 1/Lab08/bin/Debug/net6.0-windows,Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab08/Przykładowe rozwiązania/przykład 1/Lab08/obj/Debug/net6.0-windows,5,26,3,0.6000,0.1071,5,36
Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab10/Przykładowe rozwiązania/przykład 1/Lab10/bin/Debug/net6.0-windows,Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab10/Przykładowe rozwiązania/przykład 1/Lab10/obj/Debug/net6.0-windows,5,30,3,0.6000,0.0938,5,49
Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab11/Przykładowe rozwiązania/przykład 1/Lab11/bin/Debug/net6.0-windows,Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Laby/Lab11/Przykładowe rozwiązania/przykład 1/Lab11/obj/Debug/net6.0-windows,5,26,3,0.6000,0.1071,5,37
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab05/Przykładowe rozwiązania/Przykład 2,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab05/Przykładowe rozwiązania/Przykład 3,5,5,3,0.6000,0.4286,5,5
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab05/Przykładowe rozwiązania/Przykład 2,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab05/Przykładowe rozwiązania/Przykład 4,5,5,3,0.6000,0.4286,5,5
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab05/Przykładowe rozwiązania/Przykład 3,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab05/Przykładowe rozwiązania/Przykład 4,5,5,3,0.6000,0.4286,5,5
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab06/Przykładowe rozwiązania/Przykład 3,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab06/Przykładowe rozwiązania/Przykład 4,5,6,3,0.6000,0.3750,5,6
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/2020/Olewniczak/Lab5,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/2020/Olewniczak/SI_Lab5,5,5,3,0.6000,0.4286,5,5
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku,Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady,22,65,13,0.5909,0.1757,22,66
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Wykład,22,25,13,0.5909,0.3824,22,26
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych/Wykład,22,24,13,0.5909,0.3939,22,25
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Lab,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria,52,39,23,0.5897,0.3382,52,39
Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych/Laby,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria,55,39,23,0.5897,0.3239,55,39
Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych/Egzamin,SEM2/AiSD_Algorytmy_i_Struktury_Danych/egzamin,17,24,10,0.5882,0.3226,17,25
I semestr 2024_2025/Basics of Computer Programming/Exam,Paczka I sem. 22_23/Podstawy Programowania/Egzaminy,35,29,17,0.5862,0.3617,36,29
Paczki Infa/3 SEM/Memy/PAA,Paczki Infa/3 SEM/Stare Paczki/PAAczka/memes,12,16,7,0.5833,0.3333,12,16
Paczki Infa/3 SEM/Memy/PAA,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Podstawy Analizy Algorytmów/PAAczka/memes,12,16,7,0.5833,0.3333,12,16
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab02/Przykładowe rozwiązania/Przykład 3,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab02/Przykładowe rozwiązania/Przykład 4,7,10,4,0.5714,0.3077,7,10
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab04/Przykładowe rozwiązania/Przykład 2,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab04/Przykładowe rozwiązania/Przykład 3,7,7,4,0.5714,0.4000,7,7
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab04/Przykładowe rozwiązania/Przykład 2,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab04/Przykładowe rozwiązania/Przykład 4,7,7,4,0.5714,0.4000,7,7
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw3/template/cw3usart,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/1.4/src,7,15,4,0.5714,0.2222,7,15
II semestr 2024_2025/Algorithms and Data Stuctures/Exams,Paczka II sem. 21_22/Algorytmy i Struktury Danych/egzaminy,16,16,9,0.5625,0.3913,16,16
II semestr 2024_2025/Algorithms and Data Stuctures/Exams,Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/egzaminy,16,25,9,0.5625,0.2812,16,25
II semestr 2024_2025/Algorithms and Data Stuctures/Exams,Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych/Egzamin,16,17,9,0.5625,0.3750,16,17
II semestr 2024_2025/Algorithms and Data Stuctures/Exams,SEM2/AiSD_Algorytmy_i_Struktury_Danych/egzamin,16,24,9,0.5625,0.2903,16,25
Paczka I sem. 22_23/Hipertekst i Hipermedia,Paczki INFA/Paczka 1 sem. 23_24/(HiH) Hipertekst i Hipermedia,82,87,46,0.5610,0.3740,83,88
Paczka I sem. 22_23/Hipertekst i Hipermedia,Paczki Infa/1 SEM/(HiH) Hipertekst i Hipermedia,82,87,46,0.5610,0.3740,83,88
INF SEM 2,Paczki Infa/2 SEM/StarePaczki/INF SEM 2,61,61,34,0.5574,0.3864,61,61
Paczki INFA/Paczka 3 sem. 23_24,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka,3478,3352,1863,0.5558,0.3751,3816,3597
Paczki INFA/Paczka 3 sem. 23_24,Semestr 3 paczka,3478,3352,1863,0.5558,0.3751,3816,3597
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Projekt,Paczka II sem. 21_22/Algorytmy i Struktury Danych/przykladowy projekt/AiSD-master,12,9,5,0.5556,0.3125,12,9
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna/2024-md,SEM2/MD_Matematyka_Dyskretna/kolokwia,14,9,5,0.5556,0.2778,14,9
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/egzaminy/egz2024,SEM2/AiSD_Algorytmy_i_Struktury_Danych,9,210,5,0.5556,0.0234,9,212
Paczki INFA/Paczka 3 sem. 23_24,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Grafika Komputerowa/Kolokwium,3478,9,5,0.5556,0.0014,3816,9
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku,Paczki Infa/3 SEM/(BD) Bazy Danych/Wykłady,22,58,12,0.5455,0.1765,22,59
AKO2020/LABY WEJŚCIÓWKI/LAB3,Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby,11,286,6,0.5455,0.0206,11,348
AKO2020/LABY WEJŚCIÓWKI/LAB3,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby,11,1057,6,0.5455,0.0056,11,1170
Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych/Laby/Jurkiewicz 2023,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/jurkiewicz,11,15,6,0.5455,0.3000,11,15
Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów/Opracowania/Notatki,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Podstawy Analizy Algorytmów/Notatki,11,35,6,0.5455,0.1500,11,35
Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Stara Paczka/Pytania,Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Wykłady/Egzamin,11,15,6,0.5455,0.3000,11,15
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/1.3/src-backup,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/cw3usart,24,39,13,0.5417,0.2600,24,39
Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,SEM2/UC_Układy_Cyfrowe/laboratoria,13,51,7,0.5385,0.1228,13,52
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS,178,145,78,0.5379,0.3184,181,147
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS,177,145,78,0.5379,0.3197,180,147
Paczka I sem./Podstawy Programowania,Paczki INFA/Paczka 1 sem. 23_24/(PP) Podstawy Programowania,108,129,58,0.5370,0.3240,132,153
Paczka I sem./Podstawy Programowania,Paczki Infa/1 SEM/(PP) Podstawy Programowania,108,129,58,0.5370,0.3240,132,153
Paczka I sem. 22_23/Podstawy Programowania,Paczki INFA/Paczka 1 sem. 23_24/(PP) Podstawy Programowania,112,129,60,0.5357,0.3315,136,153
Paczka I sem. 22_23/Podstawy Programowania,Paczki Infa/1 SEM/(PP) Podstawy Programowania,112,129,60,0.5357,0.3315,136,153
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Lab,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/jurkiewicz,52,15,8,0.5333,0.1356,52,15
Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych/Laby,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/jurkiewicz,55,15,8,0.5333,0.1290,55,15
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS,178,147,78,0.5306,0.3158,181,149
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS,147,177,78,0.5306,0.3171,149,180
Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC,SEM2/UC_Układy_Cyfrowe,19,59,10,0.5263,0.1471,19,60
Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020,SEM2/UC_Układy_Cyfrowe,21,59,11,0.5238,0.1594,21,60
III semestr 2024_2025/Databases,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych,85,122,44,0.5176,0.2699,86,132
III semestr 2024_2025/Databases,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych,85,121,44,0.5176,0.2716,86,126
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/egzaminy,SEM2/AiSD_Algorytmy_i_Struktury_Danych/egzamin,25,24,12,0.5000,0.3243,25,25
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/1.3/src-backup,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/cw4i2c,24,36,12,0.5000,0.2500,24,36
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles,16,19,8,0.5000,0.2963,16,19
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles,16,19,8,0.5000,0.2963,16,19
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles,16,36,8,0.5000,0.1818,16,36
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku/Wykład,Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady,16,65,8,0.5000,0.1096,16,66
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku/Wykład,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Wykład,16,25,8,0.5000,0.2424,16,26
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku/Wykład,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych/Wykład,16,24,8,0.5000,0.2500,16,25
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ZESTAW 1,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ZESTAW 2 (2017),50,16,8,0.5000,0.1379,55,16
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna/2024-md,SEM2/MD_Matematyka_Dyskretna,14,93,7,0.5000,0.0700,14,93
AKO2020/LABY WEJŚCIÓWKI/LAB2,Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/2021_wejsciowki+trescZadan,12,41,6,0.5000,0.1277,12,49
AKO2020/LABY WEJŚCIÓWKI/LAB2,Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/wejściówki2020,12,36,6,0.5000,0.1429,12,44
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Lab/Laby Jurkiewicz,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/jurkiewicz,12,15,6,0.5000,0.2857,12,15
Paczka II sem. 21_22/Algorytmy i Struktury Danych/2020,SEM2/AiSD_Algorytmy_i_Struktury_Danych,10,210,5,0.5000,0.0233,10,212
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/EXT,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,10,16,5,0.5000,0.2381,10,16
Paczki INFA/Paczka 3 sem. 23_24,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Grafika Komputerowa/Kolokwium,3478,10,5,0.5000,0.0014,3816,10
Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Wykłady,V semestr 2024_2025/(ETI) Tworzenie rozwiązań typu Big Data/Computer networks/archiwumNowickiWozniak/notes,21,10,5,0.5000,0.1923,21,10
Paczka II sem. 21_22/Jezyk Angielski/podreczniki,Paczki INFA/Paczka 2 sem. 23_24/Jezyk Angielski/podreczniki,67,8,4,0.5000,0.0563,67,8
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sztuczna Inteligencja/Slajdy (Starsze),349,8,4,0.5000,0.0113,391,11
AKO2020/LABY WEJŚCIÓWKI,Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Gotowiec 4 (2018),65,6,3,0.5000,0.0441,65,6
I semestr 2024_2025/Hipertext _ Hipermedia/Labs 2018,Paczka I sem./Hipertekst i Hipermedia/Laboratorium,24,6,3,0.5000,0.1111,24,6
INF SEM 2/PF/cwiczenia,Paczka II sem. 21_22/Podstawy Fizyki/zbiór zadań,7,6,3,0.5000,0.3000,7,6
Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 2,Paczki INFA/Paczka 1 sem. 23_24/(HiH) Hipertekst i Hipermedia/Laby/Lab2,6,12,3,0.5000,0.2000,6,12
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/MOS_3TEN,178,6,3,0.5000,0.0166,181,6
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/Cyfrowe doce,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/LAB NR 4/od Tomka cyfra/Cyfrowe/Cyfrowe,6,10,3,0.5000,0.2308,6,10
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/MOS_3TEN,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS,6,177,3,0.5000,0.0167,6,180
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Gotowiec 4 (2018),Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Instrukcje 2016,6,6,3,0.5000,0.3333,6,6
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 3/Przykład 3 (2017)/AproksymacjaFunkcjamiSklejanymi,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 3/Przykład 3 (2017)/AproksymacjaProfiluWysokosciowego/Dane,21,6,3,0.5000,0.1250,21,6
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab02/Przykładowe rozwiązania/Przykład 1,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab02/Przykładowe rozwiązania/Przykład 2,7,6,3,0.5000,0.3000,7,6
I semestr 2024_2025/Basics of Computer Programming/Exam/2018,Paczka I sem. 22_23/Podstawy Programowania/Egzaminy,4,29,2,0.5000,0.0645,4,29
I semestr 2024_2025/Basics of Computer Programming/Exam/2018,Paczka I sem./Podstawy Programowania/Egzaminy,4,26,2,0.5000,0.0714,4,26
I semestr 2024_2025/Basics of Computer Programming/Exam/2018,Paczki INFA/Paczka 1 sem. 23_24/(PP) Podstawy Programowania/Egzamin/kolo 2018,4,8,2,0.5000,0.2000,4,8
I semestr 2024_2025/Operating Systems/Skrypty/smallScript1,Paczka II sem. 21_22/Systemy Operacyjne/przykladowe skrypty,4,22,2,0.5000,0.0833,4,22
Paczka II sem. 21_22/Systemy Operacyjne,SEM2/SO_Systemy_Operacyjne/opracowania,182,4,2,0.5000,0.0109,183,4
